rep,seed,drug_a,drug_b,cell_line,n_cells,rho
X_scGPT,43,erlotinib,sorafenib,HUPT3_PANCREAS,136,-0.2054577548781069
X_scGPT,43,erlotinib,sorafenib,HUPT4_PANCREAS,56,-0.4551606288448394
X_scGPT,43,erlotinib,sorafenib,IALM_LUNG,322,-0.7639848599676403
X_scGPT,43,erlotinib,sorafenib,IGR1_SKIN,725,-0.373404048626342
X_scGPT,43,erlotinib,sorafenib,IGR37_SKIN,347,0.3218546854240251
X_scGPT,43,erlotinib,sorafenib,IM95_STOMACH,185,-0.7533679542094689
X_scGPT,43,erlotinib,sorafenib,JHH6_LIVER,206,-0.24724713182125488
X_scGPT,43,erlotinib,sorafenib,JHOC5_OVARY,145,-0.4506337584632341
X_scGPT,43,erlotinib,sorafenib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,0.43479256839034036
X_scGPT,43,erlotinib,sorafenib,KMRC3_KIDNEY,245,-0.29459726313556217
X_scGPT,43,erlotinib,sorafenib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,-0.6788806267584541
X_scGPT,43,erlotinib,sorafenib,KPL1_BREAST,276,-0.15518785405459398
X_scGPT,43,erlotinib,sorafenib,KPNSI9S_AUTONOMIC_GANGLIA,129,-0.20409212880143116
X_scGPT,43,erlotinib,sorafenib,KYSE520_OESOPHAGUS,323,0.2974974378258804
X_scGPT,43,erlotinib,sorafenib,LI7_LIVER,196,-0.7607854074859153
X_scGPT,43,erlotinib,sorafenib,LMSU_STOMACH,255,0.3146979214914312
X_scGPT,43,erlotinib,sorafenib,LNCAPCLONEFGC_PROSTATE,129,0.4382267441860466
X_scGPT,43,erlotinib,sorafenib,LS1034_LARGE_INTESTINE,146,-0.5867197516701532
X_scGPT,43,erlotinib,sorafenib,LS180_LARGE_INTESTINE,361,-0.060090652627497784
X_scGPT,43,erlotinib,sorafenib,MCF7_BREAST,143,-0.386072261072261
X_scGPT,43,erlotinib,sorafenib,MDAMB361_BREAST,135,-0.2412398790361916
X_scGPT,43,erlotinib,sorafenib,MFE319_ENDOMETRIUM,191,-0.05047017084596307
X_scGPT,43,erlotinib,sorafenib,MKN45_STOMACH,118,-0.24883956190037948
X_scGPT,43,erlotinib,sorafenib,MKN7_STOMACH,258,-0.20668616442754525
X_scGPT,43,erlotinib,sorafenib,MSTO211H_PLEURA,297,0.061300470696443864
X_scGPT,43,erlotinib,sorafenib,NCIH1299_LUNG,534,-0.048480080486092446
X_scGPT,43,erlotinib,sorafenib,NCIH1373_LUNG,164,-0.13765184389155657
X_scGPT,43,erlotinib,sorafenib,NCIH1435_LUNG,267,-0.19823182810287499
X_scGPT,43,erlotinib,sorafenib,NCIH1792_LUNG,111,-0.569050544050544
X_scGPT,43,erlotinib,sorafenib,NCIH1944_LUNG,414,0.03281825057890263
X_scGPT,43,erlotinib,sorafenib,NCIH2087_LUNG,219,-0.26853885086887475
X_scGPT,43,erlotinib,sorafenib,NCIH2110_LUNG,1990,-0.5307335496878303
X_scGPT,43,erlotinib,sorafenib,NCIH2126_LUNG,264,-0.8352320826458137
X_scGPT,43,erlotinib,sorafenib,NCIH2170_LUNG,142,-0.6746460012866966
X_scGPT,43,erlotinib,sorafenib,NCIH2228_LUNG,367,0.11054503681290191
X_scGPT,43,erlotinib,sorafenib,NCIH226_LUNG,235,-0.5706972916493291
X_scGPT,43,erlotinib,sorafenib,NCIH2444_LUNG,237,-0.1116496802539939
X_scGPT,43,erlotinib,sorafenib,NCIH2452_PLEURA,538,0.1913829057160897
X_scGPT,43,erlotinib,sorafenib,NCIH292_LUNG,213,0.143116324467702
X_scGPT,43,erlotinib,sorafenib,NCIH358_LUNG,336,-0.35877553731975986
X_scGPT,43,erlotinib,sorafenib,NCIH446_LUNG,196,0.3137199276430604
X_scGPT,43,erlotinib,sorafenib,NCIH460_LUNG,837,-0.03068836023643938
X_scGPT,43,erlotinib,sorafenib,NCIH522_LUNG,208,0.027681319443333168
X_scGPT,43,erlotinib,sorafenib,NCIH650_LUNG,271,-0.6906157296867087
X_scGPT,43,erlotinib,sorafenib,NCIH747_LARGE_INTESTINE,80,-0.10729020159399907
X_scGPT,43,erlotinib,sorafenib,OAW28_OVARY,161,0.05896307798481712
X_scGPT,43,erlotinib,sorafenib,ONCODG1_OVARY,270,0.25320420490450257
X_scGPT,43,erlotinib,sorafenib,OSRC2_KIDNEY,126,-0.12438545181852269
X_scGPT,43,erlotinib,sorafenib,OUMS23_LARGE_INTESTINE,107,-0.4995493642116813
X_scGPT,43,erlotinib,sorafenib,OVCAR4_OVARY,283,-0.3911709487055405
X_scGPT,43,erlotinib,sorafenib,OVK18_OVARY,178,-0.4368298031021492
X_scGPT,43,erlotinib,sorafenib,OVSAHO_OVARY,227,-0.07579985596129422
X_scGPT,43,erlotinib,sorafenib,OVTOKO_OVARY,209,0.08991271886008728
X_scGPT,43,erlotinib,sorafenib,PANC0203_PANCREAS,506,0.15451510005807867
X_scGPT,43,erlotinib,sorafenib,PATU8988S_PANCREAS,244,-0.07295887389564204
X_scGPT,43,erlotinib,sorafenib,PC3_PROSTATE,169,-0.15691661279896577
X_scGPT,43,erlotinib,sorafenib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,-0.7961113808609005
X_scGPT,43,erlotinib,sorafenib,PK45H_PANCREAS,271,-0.6970220437498492
X_scGPT,43,erlotinib,sorafenib,PK59_PANCREAS,174,-0.20159913437170762
X_scGPT,43,erlotinib,sorafenib,RCC10RGB_KIDNEY,233,-0.2099437240772153
X_scGPT,43,erlotinib,sorafenib,RCM1_LARGE_INTESTINE,128,-0.2629097234938656
X_scGPT,43,erlotinib,sorafenib,RD_SOFT_TISSUE,261,-0.0727505888864141
X_scGPT,43,erlotinib,sorafenib,RERFLCAD1_LUNG,243,-0.4440580670088866
X_scGPT,43,erlotinib,sorafenib,RERFLCAI_LUNG,763,-0.41623077172032497
X_scGPT,43,erlotinib,sorafenib,RT4_URINARY_TRACT,106,-0.09219336473788951
X_scGPT,43,erlotinib,sorafenib,RVH421_SKIN,239,-0.19019549242291056
X_scGPT,43,erlotinib,sorafenib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,0.743285737786571
X_scGPT,43,erlotinib,sorafenib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.051276180025641174
X_scGPT,43,erlotinib,sorafenib,SH10TC_STOMACH,351,-0.38494283494283493
X_scGPT,43,erlotinib,sorafenib,SKES1_BONE,91,-0.2959069915591655
X_scGPT,43,erlotinib,sorafenib,SKMEL2_SKIN,276,-0.1893528916539433
X_scGPT,43,erlotinib,sorafenib,SKMEL30_SKIN,353,0.22960061676931606
X_scGPT,43,erlotinib,sorafenib,SKMEL5_SKIN,297,-0.36998178776702273
X_scGPT,43,erlotinib,sorafenib,SKNAS_AUTONOMIC_GANGLIA,226,-0.24213688875027614
X_scGPT,43,erlotinib,sorafenib,SNU1079_BILIARY_TRACT,73,-0.31707392323830685
X_scGPT,43,erlotinib,sorafenib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,-0.6634754482063618
X_scGPT,43,erlotinib,sorafenib,SNU308_BILIARY_TRACT,94,-0.4125925658346277
X_scGPT,43,erlotinib,sorafenib,SNU423_LIVER,212,-0.6644239936624128
X_scGPT,43,erlotinib,sorafenib,SNU449_LIVER,282,-0.040713231365420585
X_scGPT,43,erlotinib,sorafenib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,-0.7943752367997006
X_scGPT,43,erlotinib,sorafenib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,-0.07371440915393143
X_scGPT,43,erlotinib,sorafenib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.27587003064522897
X_scGPT,43,erlotinib,sorafenib,SNUC4_LARGE_INTESTINE,467,-0.0050845632358530865
X_scGPT,43,erlotinib,sorafenib,SQ1_LUNG,238,-0.2865042844636398
X_scGPT,43,erlotinib,sorafenib,SU8686_PANCREAS,82,-0.6450626353653095
X_scGPT,43,erlotinib,sorafenib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,-0.44907068302508696
X_scGPT,43,erlotinib,sorafenib,SW1271_LUNG,115,-0.35356269233804155
X_scGPT,43,erlotinib,sorafenib,SW1990_PANCREAS,307,-0.3104150751209575
X_scGPT,43,erlotinib,sorafenib,SW579_THYROID,217,-0.1684388167815217
X_scGPT,43,erlotinib,sorafenib,T47D_BREAST,221,0.08305780070485952
X_scGPT,43,erlotinib,sorafenib,TCCSUP_URINARY_TRACT,316,0.1548566941051867
X_scGPT,43,erlotinib,sorafenib,TE10_OESOPHAGUS,219,-0.7281170381710788
X_scGPT,43,erlotinib,sorafenib,TE14_OESOPHAGUS,474,-0.1915556225377585
X_scGPT,43,erlotinib,sorafenib,TE1_OESOPHAGUS,206,-0.7669449906824944
X_scGPT,43,erlotinib,sorafenib,TE6_OESOPHAGUS,551,0.5973730837930318
X_scGPT,43,erlotinib,sorafenib,TE9_OESOPHAGUS,248,0.55665419940176
X_scGPT,43,erlotinib,sorafenib,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.028085957021489253
X_scGPT,43,erlotinib,sorafenib,TOV112D_OVARY,78,0.17851768484679875
X_scGPT,43,erlotinib,sorafenib,UACC257_SKIN,239,0.40498839703245315
X_scGPT,43,erlotinib,sorafenib,UMUC1_URINARY_TRACT,197,-0.7060719073046848
X_scGPT,43,erlotinib,sorafenib,VMCUB1_URINARY_TRACT,478,-0.7271726559882309
X_scGPT,43,erlotinib,sorafenib,VMRCRCZ_KIDNEY,300,-0.1813664596273292
X_scGPT,43,erlotinib,sorafenib,YD38_UPPER_AERODIGESTIVE_TRACT,624,-0.7282433880726017
X_scGPT,43,erlotinib,sorafenib,ZR751_BREAST,309,0.4064768304041714
X_scGPT,43,erlotinib,dasatinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.42229969852648497
X_scGPT,43,erlotinib,dasatinib,8305C_THYROID,459,0.5077020441744192
X_scGPT,43,erlotinib,dasatinib,A204_SOFT_TISSUE,250,0.49948101569625103
X_scGPT,43,erlotinib,dasatinib,A2058_SKIN,294,0.13652561851951983
X_scGPT,43,erlotinib,dasatinib,A375_SKIN,593,0.24753384766032321
X_scGPT,43,erlotinib,dasatinib,ACCMESO1_PLEURA,162,-0.07509727461714659
X_scGPT,43,erlotinib,dasatinib,ASPC1_PANCREAS,290,0.5315639080541775
X_scGPT,43,erlotinib,dasatinib,BCPAP_THYROID,152,0.2729823194527027
X_scGPT,43,erlotinib,dasatinib,BFTC909_KIDNEY,379,0.09670592488256702
X_scGPT,43,erlotinib,dasatinib,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.3876554873248307
X_scGPT,43,erlotinib,dasatinib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,0.4826125671133121
X_scGPT,43,erlotinib,dasatinib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.3808224933166124
X_scGPT,43,erlotinib,dasatinib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.48100722673893404
X_scGPT,43,erlotinib,dasatinib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,0.5928615671876262
X_scGPT,43,erlotinib,dasatinib,BT474_BREAST,125,0.3695668202764977
X_scGPT,43,erlotinib,dasatinib,BT549_BREAST,266,0.6814114999179102
X_scGPT,43,erlotinib,dasatinib,CAKI2_KIDNEY,278,0.5289645074437712
X_scGPT,43,erlotinib,dasatinib,CALU6_LUNG,258,0.2159489401367964
X_scGPT,43,erlotinib,dasatinib,CAMA1_BREAST,291,0.5631325207329961
X_scGPT,43,erlotinib,dasatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,0.42844900582528234
X_scGPT,43,erlotinib,dasatinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,0.034534876456754314
X_scGPT,43,erlotinib,dasatinib,COLO741_SKIN,329,0.06048463731390561
X_scGPT,43,erlotinib,dasatinib,COLO792_SKIN,271,0.4669253310180161
X_scGPT,43,erlotinib,dasatinib,COV434_OVARY,88,0.26524250642809344
X_scGPT,43,erlotinib,dasatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,-0.14393901607727735
X_scGPT,43,erlotinib,dasatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,0.05800653594771242
X_scGPT,43,erlotinib,dasatinib,EBC1_LUNG,186,0.23613984866356783
X_scGPT,43,erlotinib,dasatinib,EFE184_ENDOMETRIUM,86,0.6212274163875654
X_scGPT,43,erlotinib,dasatinib,EFM192A_BREAST,333,0.5524311195258458
X_scGPT,43,erlotinib,dasatinib,EKVX_LUNG,146,0.24390116934823058
X_scGPT,43,erlotinib,dasatinib,FTC133_THYROID,140,0.21947912794384555
X_scGPT,43,erlotinib,dasatinib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,-0.04483328740699917
X_scGPT,43,erlotinib,dasatinib,HCC1428_BREAST,127,0.43771676977877766
X_scGPT,43,erlotinib,dasatinib,HCC366_LUNG,202,0.313483793052491
X_scGPT,43,erlotinib,dasatinib,HCC38_BREAST,200,0.4196384909622741
X_scGPT,43,erlotinib,dasatinib,HCC56_LARGE_INTESTINE,99,0.0946072974644403
X_scGPT,43,erlotinib,dasatinib,HDQP1_BREAST,64,0.4182692307692308
X_scGPT,43,erlotinib,dasatinib,HEC151_ENDOMETRIUM,250,0.6289901598425575
X_scGPT,43,erlotinib,dasatinib,HEC251_ENDOMETRIUM,107,0.37600750408502454
X_scGPT,43,erlotinib,dasatinib,HEC6_ENDOMETRIUM,161,0.6021887236808001
X_scGPT,43,erlotinib,dasatinib,HEP3B217_LIVER,118,0.10190308196290251
X_scGPT,43,erlotinib,dasatinib,HMC18_BREAST,293,0.21097197586781688
X_scGPT,43,erlotinib,dasatinib,HOS_BONE,829,0.5512551625248314
X_scGPT,43,erlotinib,dasatinib,HS852T_SKIN,162,0.49005943031016386
X_scGPT,43,erlotinib,dasatinib,HT1080_SOFT_TISSUE,516,0.31317844014720975
X_scGPT,43,erlotinib,dasatinib,HT1197_URINARY_TRACT,74,0.7605035172158457
X_scGPT,43,erlotinib,dasatinib,HT55_LARGE_INTESTINE,211,0.34479375582836197
X_scGPT,43,erlotinib,dasatinib,HUH28_BILIARY_TRACT,139,-0.19054023861656016
X_scGPT,43,erlotinib,dasatinib,HUH6_LIVER,338,0.3381895862276751
X_scGPT,43,erlotinib,dasatinib,HUPT3_PANCREAS,136,0.1647488192357235
X_scGPT,43,erlotinib,dasatinib,HUPT4_PANCREAS,56,0.33834586466165417
X_scGPT,43,erlotinib,dasatinib,IALM_LUNG,322,0.6931941920676395
X_scGPT,43,erlotinib,dasatinib,IGR1_SKIN,725,0.5500585235440358
X_scGPT,43,erlotinib,dasatinib,IGR37_SKIN,347,0.009385955187520929
X_scGPT,43,erlotinib,dasatinib,IM95_STOMACH,185,0.6178196429248323
X_scGPT,43,erlotinib,dasatinib,JHH6_LIVER,206,0.3994968890170117
X_scGPT,43,erlotinib,dasatinib,JHOC5_OVARY,145,0.5600023618327823
X_scGPT,43,erlotinib,dasatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,288,-0.2693240136800775
X_scGPT,43,erlotinib,dasatinib,KMRC3_KIDNEY,245,0.5919721907155506
X_scGPT,43,erlotinib,dasatinib,KNS42_CENTRAL_NERVOUS_SYSTEM,172,0.6603580466153959
X_scGPT,43,erlotinib,dasatinib,KPL1_BREAST,276,0.10761147814671596
X_scGPT,43,erlotinib,dasatinib,KPNSI9S_AUTONOMIC_GANGLIA,129,0.2793940071556351
X_scGPT,43,erlotinib,dasatinib,KYSE520_OESOPHAGUS,323,-0.029171393958040883
X_scGPT,43,erlotinib,dasatinib,LI7_LIVER,196,0.7532070540047335
X_scGPT,43,erlotinib,dasatinib,LMSU_STOMACH,255,-0.332200237378416
X_scGPT,43,erlotinib,dasatinib,LNCAPCLONEFGC_PROSTATE,129,0.053158542039356
X_scGPT,43,erlotinib,dasatinib,LS1034_LARGE_INTESTINE,146,0.42829379271784296
X_scGPT,43,erlotinib,dasatinib,LS180_LARGE_INTESTINE,361,0.4516033832764522
X_scGPT,43,erlotinib,dasatinib,MCF7_BREAST,143,0.7761868413276862
X_scGPT,43,erlotinib,dasatinib,MDAMB361_BREAST,135,0.7202126621792996
X_scGPT,43,erlotinib,dasatinib,MFE319_ENDOMETRIUM,191,0.4650919674841554
X_scGPT,43,erlotinib,dasatinib,MKN45_STOMACH,118,0.800883065090443
X_scGPT,43,erlotinib,dasatinib,MKN7_STOMACH,258,0.14580731176514364
X_scGPT,43,erlotinib,dasatinib,MSTO211H_PLEURA,297,0.16024612165551766
X_scGPT,43,erlotinib,dasatinib,NCIH1299_LUNG,534,0.26229933296675434
X_scGPT,43,erlotinib,dasatinib,NCIH1373_LUNG,164,0.49470433800824337
X_scGPT,43,erlotinib,dasatinib,NCIH1435_LUNG,267,0.6170885876438539
X_scGPT,43,erlotinib,dasatinib,NCIH1792_LUNG,111,0.5435591435591436
X_scGPT,43,erlotinib,dasatinib,NCIH1944_LUNG,414,0.10919306238534517
X_scGPT,43,erlotinib,dasatinib,NCIH2087_LUNG,219,0.1641447781827322
X_scGPT,43,erlotinib,dasatinib,NCIH2110_LUNG,1990,0.8577184918853191
X_scGPT,43,erlotinib,dasatinib,NCIH2126_LUNG,264,0.8018483131045007
X_scGPT,43,erlotinib,dasatinib,NCIH2170_LUNG,142,0.5551341077262564
X_scGPT,43,erlotinib,dasatinib,NCIH2228_LUNG,367,-0.2750099048166541
X_scGPT,43,erlotinib,dasatinib,NCIH226_LUNG,235,0.7611334572387582
X_scGPT,43,erlotinib,dasatinib,NCIH2444_LUNG,237,-0.07920632316432258
X_scGPT,43,erlotinib,dasatinib,NCIH2452_PLEURA,538,-0.1868912379805196
X_scGPT,43,erlotinib,dasatinib,NCIH292_LUNG,213,0.4597047990641787
X_scGPT,43,erlotinib,dasatinib,NCIH358_LUNG,336,0.647790930890271
X_scGPT,43,erlotinib,dasatinib,NCIH446_LUNG,196,0.028512459259377315
X_scGPT,43,erlotinib,dasatinib,NCIH460_LUNG,837,0.1308894095928469
X_scGPT,43,erlotinib,dasatinib,NCIH522_LUNG,208,0.34744069812719697
X_scGPT,43,erlotinib,dasatinib,NCIH650_LUNG,271,0.5792803222149868
X_scGPT,43,erlotinib,dasatinib,NCIH747_LARGE_INTESTINE,80,0.39990623534927333
X_scGPT,43,erlotinib,dasatinib,OAW28_OVARY,161,-0.24055095468138946
X_scGPT,43,erlotinib,dasatinib,ONCODG1_OVARY,270,-0.05251253256026983
X_scGPT,43,erlotinib,dasatinib,OSRC2_KIDNEY,126,0.24115485564304462
X_scGPT,43,erlotinib,dasatinib,OUMS23_LARGE_INTESTINE,107,0.06893747918258587
X_scGPT,43,erlotinib,dasatinib,OVCAR4_OVARY,283,0.6532718603176082
X_scGPT,43,erlotinib,dasatinib,OVK18_OVARY,178,0.07264272088636482
X_scGPT,43,erlotinib,dasatinib,OVSAHO_OVARY,227,0.24390143813004117
X_scGPT,43,erlotinib,dasatinib,OVTOKO_OVARY,209,-0.04078947368421053
X_scGPT,43,erlotinib,dasatinib,PANC0203_PANCREAS,506,0.5312571719773331
X_scGPT,43,erlotinib,dasatinib,PATU8988S_PANCREAS,244,-0.008848906897306585
X_scGPT,43,erlotinib,dasatinib,PC3_PROSTATE,169,0.4039182536920094
X_scGPT,43,erlotinib,dasatinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,202,0.9381364649221337
X_scGPT,43,erlotinib,dasatinib,PK45H_PANCREAS,271,0.6755239611219641
X_scGPT,43,erlotinib,dasatinib,PK59_PANCREAS,174,0.1776508442723312
X_scGPT,43,erlotinib,dasatinib,RCC10RGB_KIDNEY,233,0.3429472949230238
X_scGPT,43,erlotinib,dasatinib,RCM1_LARGE_INTESTINE,128,0.4591592657022523
X_scGPT,43,erlotinib,dasatinib,RD_SOFT_TISSUE,261,0.28340183989038953
X_scGPT,43,erlotinib,dasatinib,RERFLCAD1_LUNG,243,0.05987679410431521
X_scGPT,43,erlotinib,dasatinib,RERFLCAI_LUNG,763,0.07528088661331955
X_scGPT,43,erlotinib,dasatinib,RT4_URINARY_TRACT,106,0.18761619265939494
X_scGPT,43,erlotinib,dasatinib,RVH421_SKIN,239,0.33625048345698105
X_scGPT,43,erlotinib,dasatinib,SCC25_UPPER_AERODIGESTIVE_TRACT,898,-0.3274676029987791
X_scGPT,43,erlotinib,dasatinib,SCC9_UPPER_AERODIGESTIVE_TRACT,475,0.2511838046344454
X_scGPT,43,erlotinib,dasatinib,SH10TC_STOMACH,351,0.23783993783993784
X_scGPT,43,erlotinib,dasatinib,SKES1_BONE,91,0.3465997770345597
X_scGPT,43,erlotinib,dasatinib,SKMEL2_SKIN,276,0.4135934133359969
X_scGPT,43,erlotinib,dasatinib,SKMEL30_SKIN,353,-0.0742016482101468
X_scGPT,43,erlotinib,dasatinib,SKMEL5_SKIN,297,0.18164574523185736
X_scGPT,43,erlotinib,dasatinib,SKNAS_AUTONOMIC_GANGLIA,226,0.3639483840785934
X_scGPT,43,erlotinib,dasatinib,SNU1079_BILIARY_TRACT,73,0.5649450820683698
X_scGPT,43,erlotinib,dasatinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,188,0.8371864542077309
X_scGPT,43,erlotinib,dasatinib,SNU308_BILIARY_TRACT,94,0.7664559476935303
X_scGPT,43,erlotinib,dasatinib,SNU423_LIVER,212,0.5056744832763009
X_scGPT,43,erlotinib,dasatinib,SNU449_LIVER,282,-0.1153583026026727
X_scGPT,43,erlotinib,dasatinib,SNU46_UPPER_AERODIGESTIVE_TRACT,236,0.597585213656096
X_scGPT,43,erlotinib,dasatinib,SNU738_CENTRAL_NERVOUS_SYSTEM,379,0.5300978920476213
X_scGPT,43,erlotinib,dasatinib,SNU899_UPPER_AERODIGESTIVE_TRACT,83,0.054888543721926024
X_scGPT,43,erlotinib,dasatinib,SNUC4_LARGE_INTESTINE,467,0.23790475086299956
X_scGPT,43,erlotinib,dasatinib,SQ1_LUNG,238,0.6456532933601384
X_scGPT,43,erlotinib,dasatinib,SU8686_PANCREAS,82,0.8063799915107586
X_scGPT,43,erlotinib,dasatinib,SW1088_CENTRAL_NERVOUS_SYSTEM,128,0.46247825489837024
X_scGPT,43,erlotinib,dasatinib,SW1271_LUNG,115,0.6825376785291565
X_scGPT,43,erlotinib,dasatinib,SW1990_PANCREAS,307,-0.09105549237758473
X_scGPT,43,erlotinib,dasatinib,SW579_THYROID,217,0.34012833702090883
X_scGPT,43,erlotinib,dasatinib,T47D_BREAST,221,0.5925178160472278
X_scGPT,43,erlotinib,dasatinib,TCCSUP_URINARY_TRACT,316,0.06722950810320535
X_scGPT,43,erlotinib,dasatinib,TE10_OESOPHAGUS,219,0.6637151964536657
X_scGPT,43,erlotinib,dasatinib,TE14_OESOPHAGUS,474,0.7244564511608189
X_scGPT,43,erlotinib,dasatinib,TE1_OESOPHAGUS,206,0.8396057476826351
X_scGPT,43,erlotinib,dasatinib,TE6_OESOPHAGUS,551,-0.27412279506179926
X_scGPT,43,erlotinib,dasatinib,TE9_OESOPHAGUS,248,0.0013280235991682012
X_scGPT,43,erlotinib,dasatinib,TM31_CENTRAL_NERVOUS_SYSTEM,116,0.23841925191250532
X_scGPT,43,erlotinib,dasatinib,TOV112D_OVARY,78,0.10828412094234877
X_scGPT,43,erlotinib,dasatinib,UACC257_SKIN,239,-0.20387732498857283
X_scGPT,43,erlotinib,dasatinib,UMUC1_URINARY_TRACT,197,0.9068557741509158
X_scGPT,43,erlotinib,dasatinib,VMCUB1_URINARY_TRACT,478,0.7861072659388866
X_scGPT,43,erlotinib,dasatinib,VMRCRCZ_KIDNEY,300,0.15578128645873843
X_scGPT,43,erlotinib,dasatinib,YD38_UPPER_AERODIGESTIVE_TRACT,624,0.8484938881343377
X_scGPT,43,erlotinib,dasatinib,ZR751_BREAST,309,0.20013625585188377
X_scGPT,43,erlotinib,crizotinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,518,0.1067736506181962
X_scGPT,43,erlotinib,crizotinib,8305C_THYROID,459,0.45218545363845175
X_scGPT,43,erlotinib,crizotinib,A204_SOFT_TISSUE,250,-0.30035693371093936
X_scGPT,43,erlotinib,crizotinib,A2058_SKIN,294,-0.8790795962047688
X_scGPT,43,erlotinib,crizotinib,A375_SKIN,593,0.5404183119191551
X_scGPT,43,erlotinib,crizotinib,ACCMESO1_PLEURA,162,0.13911716845832608
X_scGPT,43,erlotinib,crizotinib,ASPC1_PANCREAS,290,0.7706593055548268
X_scGPT,43,erlotinib,crizotinib,BCPAP_THYROID,152,0.5054811746936488
X_scGPT,43,erlotinib,crizotinib,BFTC909_KIDNEY,379,-0.8633046997440831
X_scGPT,43,erlotinib,crizotinib,BHY_UPPER_AERODIGESTIVE_TRACT,145,0.7407258699417414
X_scGPT,43,erlotinib,crizotinib,BICR16_UPPER_AERODIGESTIVE_TRACT,212,-0.5072777719702818
X_scGPT,43,erlotinib,crizotinib,BICR31_UPPER_AERODIGESTIVE_TRACT,248,0.49027506132667015
X_scGPT,43,erlotinib,crizotinib,BICR56_UPPER_AERODIGESTIVE_TRACT,81,0.6156052393857271
X_scGPT,43,erlotinib,crizotinib,BICR6_UPPER_AERODIGESTIVE_TRACT,286,-0.40301085307503787
X_scGPT,43,erlotinib,crizotinib,BT474_BREAST,125,0.45895545314900144
X_scGPT,43,erlotinib,crizotinib,BT549_BREAST,266,-0.1972819477143144
X_scGPT,43,erlotinib,crizotinib,CAKI2_KIDNEY,278,0.7539010366180097
X_scGPT,43,erlotinib,crizotinib,CALU6_LUNG,258,0.6167198132631125
X_scGPT,43,erlotinib,crizotinib,CAMA1_BREAST,291,0.4929690429463986
X_scGPT,43,erlotinib,crizotinib,CAS1_CENTRAL_NERVOUS_SYSTEM,133,-0.27616021056712337
X_scGPT,43,erlotinib,crizotinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,246,-0.8006597840083993
X_scGPT,43,erlotinib,crizotinib,COLO741_SKIN,329,0.12700146247110441
X_scGPT,43,erlotinib,crizotinib,COLO792_SKIN,271,0.4491679328557991
X_scGPT,43,erlotinib,crizotinib,COV434_OVARY,88,-0.43154520798844703
X_scGPT,43,erlotinib,crizotinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,163,0.4415958679014193
X_scGPT,43,erlotinib,crizotinib,DKMG_CENTRAL_NERVOUS_SYSTEM,271,-0.9567300967127318
X_scGPT,43,erlotinib,crizotinib,EBC1_LUNG,186,0.5600744094102728
X_scGPT,43,erlotinib,crizotinib,EFE184_ENDOMETRIUM,86,0.39197131940185853
X_scGPT,43,erlotinib,crizotinib,EFM192A_BREAST,333,-0.20124453145158724
X_scGPT,43,erlotinib,crizotinib,EKVX_LUNG,146,0.34012512893678964
X_scGPT,43,erlotinib,crizotinib,FTC133_THYROID,140,0.41541186503684596
X_scGPT,43,erlotinib,crizotinib,GOS3_CENTRAL_NERVOUS_SYSTEM,191,0.5202879581151832
X_scGPT,43,erlotinib,crizotinib,HCC1428_BREAST,127,-0.6523481439820022
X_scGPT,43,erlotinib,crizotinib,HCC366_LUNG,202,-0.7003030499359032
X_scGPT,43,erlotinib,crizotinib,HCC38_BREAST,200,-0.6551233780844523
X_scGPT,43,erlotinib,crizotinib,HCC56_LARGE_INTESTINE,99,0.21645021645021645
X_scGPT,43,erlotinib,crizotinib,HDQP1_BREAST,64,0.602106227106227
X_scGPT,43,erlotinib,crizotinib,HEC151_ENDOMETRIUM,250,0.6201818269092305
X_scGPT,43,erlotinib,crizotinib,HEC251_ENDOMETRIUM,107,0.5891181253551206
X_scGPT,43,erlotinib,crizotinib,HEC6_ENDOMETRIUM,161,-0.4476995629169543
